index,word,onset,offset,boundary,filler,comments,,, ,glossary,  
2313,um,907.880005,908.210022,0,1,,,,,,
2314,so,909.400024,909.51001,0,2,,,,,,
2315,sherlock,909.51001,909.859985,0,,,,,,,
2316,explains,909.859985,910.340027,0,,,,,,,
2317,everything,910.340027,910.780029,1,,,,,,,
2318,i,910.780029,910.869995,0,,,,,,,
2319,didn't,910.869995,911.059998,0,,,,,,,
2320,catch,911.059998,911.349976,0,,,,,,,
2321,every,911.380005,911.609985,0,,,,,,,
2322,little,911.609985,911.799988,0,,,,,,,
2323,detail,911.799988,912.099976,0,,,,,,,
2324,he,912.099976,912.190002,0,,,,,,,
2325,said,912.190002,912.419983,1,,,,,,,
2326,but,912.419983,912.669983,0,,,,,,,
2327,even,912.890015,913.059998,0,,,,,,,
2328,the,913.059998,913.179993,0,,,,,,,
2329,little,913.179993,913.409973,2,,,,,,,
2330,like,913.409973,913.619995,0,1,,,,,,
2331,he,913.619995,913.75,0,,,,,,,
2332,says,913.75,914.159973,0,,,,,,,
2333,the,914.299988,914.419983,0,,,,,,,
2334,way,914.419983,914.570007,0,,,,,,,
2335,that,914.570007,915.179993,0,,,,,,,
2336,watson,915.179993,915.77002,0,,,,,,,
2337,walked,915.77002,916.26001,0,,,,,,,
2338,the,916.26001,916.409973,0,,,,,,,
2339,scratches,916.409973,916.890015,0,,,,,,,
2340,on,916.890015,916.98999,0,,,,,,,
2341,his,916.98999,917.169983,0,,,,,,,
2342,phone,917.169983,917.549988,0,,,,,,,
2343,the,917.580017,917.659973,0,,,,,,,
2344,fact,917.659973,918.02002,0,,,,,,,
2345,that,918.02002,918.469971,0,,,,,,,
2346,his,918.469971,918.700012,0,,,,,,,
2347,phone,918.700012,918.98999,0,,,,,,,
2348,was,918.98999,919.330017,0,,,,,,,
2349,a,919.330017,919.72998,0,,,,,,,
2350,hand,919.72998,920.02002,0,,,,,,,
2351,me,920.02002,920.109985,0,,,,,,,
2352,down,920.109985,920.48999,1,,,,,,,
2353,and,921.070007,921.159973,0,,,,,,,
2354,the,921.159973,921.22998,0,,,,,,,
2355,engraving,921.22998,921.789978,0,,,,,,,
2356,on,921.789978,921.890015,0,,,,,,,
2357,the,921.890015,921.940002,0,,,,,,,
2358,back,921.940002,922.200012,0,,,,,,,
2359,of,922.200012,922.26001,0,,,,,,,
2360,his,922.26001,922.440002,0,,,,,,,
2361,phone,922.440002,922.909973,1,,,,,,,
2362,and,924.619995,924.98999,0,,,,,,,
2363,so,924.98999,925.119995,0,2,,,,,,
2364,watson,925.119995,925.599976,0,,,,,,,
2365,is,925.599976,925.809998,0,,,,,,,
2366,very,925.809998,926.159973,0,,,,,,,
2367,thoroughly,926.159973,926.5,0,,,,,,,
2368,impressed,926.5,927.090027,1,,,,,,,
2369,and,927.090027,927.340027,0,,,,,,,
2370,sherlock,927.75,928.219971,0,,,,,,,
2371,is,928.219971,928.440002,0,,,,,,,
2372,almost,929.159973,929.419983,0,,,,,,,
2373,surprised,929.419983,929.830017,0,,,,,,,
2374,by,929.830017,929.97998,0,,,,,,,
2375,that,929.97998,930.130005,0,,,,,,,
2376,because,930.130005,930.22998,0,,,,,,,
2377,he,930.22998,930.320007,0,,,,,,,
2378,said,930.320007,930.469971,0,,,,,,,
2379,that,930.469971,930.570007,0,,,,,,,
2380,most,930.570007,930.75,0,,,,,,,
2381,people,930.75,930.950012,0,,,,,,,
2382,get,930.950012,931.27002,0,,,,,,,
2383,angry,931.27002,932.049988,1,,,,,,,
2384,um,932.080017,932.679993,0,1,,,,,,
2385,and,932.97998,933.090027,0,,,,,,,
2386,then,933.090027,933.5,0,,,,,,,
2387,as,933.5,933.690002,0,,,,,,,
2388,they're,933.690002,933.900024,0,,,,,,,
2389,leaving,933.900024,934.25,0,,,,,,,
2390,the,934.25,934.340027,0,,,,,,,
2391,cab,934.340027,934.849976,0,,,,,,,
2392,watson,935.609985,936.289978,2,,,,,,,
2393,or,936.289978,936.440002,0,,,,,,,
2394,sherlock,936.440002,936.809998,0,,,,,,,
2395,asks,936.809998,936.98999,0,,,,,,,
2396,watson,936.98999,937.440002,0,,,,,,,
2397,what,937.440002,937.73999,0,,,,,,,
2398,he,937.73999,937.97998,0,,,,,,,
2399,got,937.97998,938.159973,0,,,,,,,
2400,wrong,938.159973,938.619995,1,,,,,,,
2401,and,938.960022,939.080017,0,,,,,,,
2402,then,939.080017,939.359985,0,,,,,,,
2403,so,939.359985,939.450012,0,2,,,,,,
2404,watson,939.450012,939.840027,0,,,,,,,
2405,starts,939.840027,940.090027,0,,,,,,,
2406,listing,940.090027,940.419983,0,,,,,,,
2407,off,940.419983,940.559998,0,,,,,,,
2408,everything,940.559998,941.119995,0,,,,,,,
2409,exactly,941.390015,941.919983,0,,,,,,,
2410,as,941.919983,942.070007,0,,,,,,,
2411,sherlock,942.070007,942.309998,0,,,,,,,
2412,had,942.309998,942.460022,0,,,,,,,
2413,said,942.460022,942.609985,0,,,,,,,
2414,it,942.609985,942.650024,1,,,,,,,
2415,and,942.650024,942.830017,0,,,,,,,
2416,sherlock,942.830017,943.130005,0,,,,,,,
2417,was,943.130005,943.539978,2,,,,,,,
2418,like,943.830017,944.280029,0,,,,,,,
2419,is,944.280029,944.359985,2,,,,,,,
2420,was,944.359985,944.640015,0,,,,,,,
2421,pleasantly,945.090027,945.450012,0,,,,,,,
2422,surprised,945.450012,945.950012,1,,,,,,,
2423,saying,945.950012,946.099976,0,,,,,,,
2424,like,946.099976,946.23999,0,1,,,,,,
2425,wow,946.23999,946.869995,1,,start quote,,,,,
2426,well,946.900024,947.059998,0,,,,,,,
2427,for,947.059998,947.22998,0,,,,,,,
2428,once,947.22998,947.419983,0,,,,,,,
2429,i,947.419983,947.460022,0,,,,,,,
2430,got,947.460022,947.609985,0,,,,,,,
2431,everything,947.609985,947.849976,0,,,,,,,
2432,right,947.849976,948.099976,1,,end quote,,,,,
2433,and,948.450012,948.530029,0,,,,,,,
2434,then,948.530029,948.650024,0,,,,,,,
2435,watson,948.650024,948.97998,0,,,,,,,
2436,says,948.97998,949.219971,1,,,,,,,
2437,well,949.219971,949.51001,0,2,start quote,,,,,
2438,harry,949.51001,949.880005,0,,,,,,,
2439,is,949.880005,949.960022,0,,,,,,,
2440,short,949.960022,950.179993,0,,,,,,,
2441,for,950.179993,950.280029,0,,,,,,,
2442,harriet,950.280029,950.809998,1,,end quote,,,,,
2443,so,951.289978,951.809998,0,2,,,,,,
2444,um,951.809998,952.27002,0,1,,,,,,
2445,sherlock,953.289978,953.950012,0,,,,,,,
2446,was,954.039978,954.25,0,,,,,,,
2447,actually,954.25,954.559998,0,,,,,,,
2448,wrong,954.559998,954.859985,0,,,,,,,
2449,about,954.859985,955.219971,0,,,,,,,
2450,the,955.580017,955.820007,0,,,,,,,
2451,gender,955.820007,956.380005,0,,,,,,,
2452,of,956.380005,956.950012,0,,,,,,,
2453,uh,957.380005,957.719971,0,1,,,,,,
2454,watson's,957.719971,958.25,0,,,,,,,
2455,sibling,958.25,958.559998,1,,,,,,,
2456,it,958.559998,958.640015,0,,,,,,,
2457,wasn't,958.640015,959.25,0,,,,,,,
2458,his,959.25,959.390015,0,,,,,,,
2459,brother,959.390015,959.710022,1,,,,,,,
2460,it,959.710022,959.73999,0,,,,,,,
2461,was,959.73999,959.900024,0,,,,,,,
2462,his,959.900024,960.030029,0,,,,,,,
2463,sister,960.030029,960.359985,1,,,,,,,
2464,um,961.780029,962.25,0,1,,,,,,
2465,so,962.98999,963.059998,0,2,,,,,,
2466,they,963.059998,963.169983,0,,,,,,,
2467,arrive,963.169983,963.400024,0,,,,,,,
2468,at,963.400024,963.48999,0,,,,,,,
2469,the,963.48999,963.590027,0,,,,,,,
2470,scene,963.590027,963.719971,0,,,,,,,
2471,of,963.719971,963.77002,0,,,,,,,
2472,the,963.77002,963.849976,0,,,,,,,
2473,crime,963.849976,964.200012,1,,,,,,,
2474,um,964.22998,964.549988,0,1,,,,,,
2475,there's,964.549988,964.830017,0,,,,,,,
2476,police,964.830017,965.48999,0,,,,,,,
2477,tape,965.48999,965.640015,0,,,,,,,
2478,everywhere,965.640015,965.969971,1,,,,,,,
2479,it's,965.969971,966.109985,0,,,,,,,
2480,at,966.109985,966.299988,0,,,,,,,
2481,night,966.299988,966.669983,1,,,,,,,
2482,there,966.669983,967.400024,0,,,,,,,
2483,is,967.400024,967.429993,0,,,,,,,
2484,uh,967.599976,968.109985,0,1,,,,,,
2485,police,968.109985,968.47998,0,,,,,,,
2486,cars,968.47998,968.950012,4,,,,,,,
2487,the,968.950012,969.340027,0,,,,,,,
2488,sirens,969.419983,970.070007,1,,,,,,,
2489,it,970.409973,970.52002,0,,,,,,,
2490,looks,970.52002,970.719971,0,,,,,,,
2491,like,970.719971,970.880005,0,,,,,,,
2492,a,970.880005,971.190002,0,,,,,,,
2493,pretty,971.190002,971.580017,0,,,,,,,
2494,old,971.580017,971.859985,0,,,,,,,
2495,run,971.859985,972.039978,0,,,,,,,
2496,down,972.039978,972.23999,0,,,,,,,
2497,apartment,972.23999,972.880005,0,,,,,,,
2498,building,972.880005,973.320007,1,,,,,,,
2499,um,973.469971,973.820007,0,1,,,,,,
2500,the,975.469971,975.710022,0,,,,,,,
2501,two,975.710022,975.950012,0,,,,,,,
2502,are,975.950012,976.070007,0,,,,,,,
2503,greeted,976.070007,976.590027,0,,,,,,,
2504,by,976.590027,976.880005,0,,,,,,,
2505,this,976.880005,977.150024,0,,,,,,,
2506,lady,977.659973,978.070007,1,,,,,,,
2507,she's,978.070007,978.26001,0,,,,,,,
2508,wearing,978.26001,978.450012,0,,,,,,,
2509,like,978.450012,978.580017,0,1,,,,,,
2510,a,978.580017,978.630005,0,,,,,,,
2511,peacoat,978.630005,979.25,0,,,,,,,
2512,and,979.25,979.320007,0,,,,,,,
2513,a,979.320007,979.400024,0,,,,,,,
2514,skirt,979.400024,979.859985,1,,,,,,,
2515,and,980.22998,980.349976,0,,,,,,,
2516,then,980.349976,980.710022,0,,,,,,,
2517,there's,980.76001,981.099976,0,,,,,,,
2518,some,981.099976,981.369995,0,,,,,,,
2519,animosity,981.369995,982.200012,0,,,,,,,
2520,between,982.200012,982.719971,0,,,,,,,
2521,this,982.719971,982.940002,0,,,,,,,
2522,lady,982.940002,983.289978,0,,,,,,,
2523,and,983.289978,983.580017,0,,,,,,,
2524,sherlock,983.580017,984.27002,1,,,,,,,
2525,um,984.700012,985.070007,0,1,,,,,,
2526,it,985.169983,985.299988,0,,,,,,,
2527,seems,985.299988,985.440002,0,,,,,,,
2528,like,985.440002,985.580017,0,,,,,,,
2529,they,985.580017,986,0,,,,,,,
2530,had,986,986.25,0,,,,,,,
2531,some,986.25,986.429993,0,,,,,,,
2532,history,986.429993,986.780029,0,,,,,,,
2533,of,986.780029,986.880005,0,,,,,,,
2534,some,986.880005,987.080017,0,,,,,,,
2535,sort,987.080017,987.380005,1,,,,,,,
2536,they,987.380005,987.450012,0,,,,,,,
2537,don't,987.450012,987.570007,0,,,,,,,
2538,like,987.570007,987.72998,0,,,,,,,
2539,each,987.72998,987.869995,0,,,,,,,
2540,other,987.869995,988.140015,1,,,,,,,
2541,uh,988.900024,989.190002,0,1,,,,,,
2542,she,989.190002,989.809998,0,,,,,,,
2543,calls,990.380005,990.590027,0,,,,,,,
2544,him,990.590027,990.690002,0,,,,,,,
2545,the,990.690002,990.799988,0,,,,,,,
2546,freak,990.799988,991.659973,1,,,,,,,
2547,and,991.659973,992.090027,0,,,,,,,
2548,um,992.119995,992.77002,0,1,,,,,,
2549,uh,994.419983,995.119995,0,1,,,,,,
2550,yeah,995.150024,995.340027,0,1,,,,,,
2551,there's,995.340027,995.630005,0,,,,,,,
2552,like,995.630005,995.73999,0,1,,,,,,
2553,a,995.73999,995.840027,0,,,,,,,
2554,tense,995.840027,996.159973,0,,,,,,,
2555,interaction,996.789978,997.289978,0,,,,,,,
2556,there,997.289978,997.419983,1,,,,,,,
2557,he,997.419983,997.570007,0,,,,,,,
2558,asks,997.570007,997.909973,0,,,,,,,
2559,uh,998.359985,998.820007,0,1,,,,,,
2560,why,998.820007,999.26001,0,,,,,,,
2561,sh,999.26001,999.380005,2,,,,,,,
2562,or,999.380005,999.75,0,,,,,,,
2563,he,999.97998,1000.070007,0,,,,,,,
2564,makes,1000.070007,1000.27002,0,,,,,,,
2565,a,1000.27002,1000.320007,0,,,,,,,
2566,comment,1000.320007,1000.609985,0,,,,,,,
2567,about,1000.609985,1000.840027,0,,,,,,,
2568,her,1000.840027,1001.140015,0,,,,,,,
2569,not,1001.140015,1001.47998,0,,,,,,,
2570,having,1001.47998,1002,0,,,,,,,
2571,come,1002.51001,1002.650024,0,,,,,,,
2572,home,1002.650024,1002.890015,0,,,,,,,
2573,last,1002.890015,1003.179993,0,,,,,,,
2574,night,1003.179993,1003.51001,0,,,,,,,
2575,and,1003.820007,1004.130005,0,,,,,,,
2576,still,1004.130005,1004.469971,0,,,,,,,
2577,wearing,1004.469971,1004.710022,0,,,,,,,
2578,the,1004.710022,1004.840027,0,,,,,,,
2579,same,1004.840027,1004.98999,0,,,,,,,
2580,thing,1004.98999,1005.159973,0,,,,,,,
2581,from,1005.159973,1005.25,0,,,,,,,
2582,the,1005.25,1005.330017,0,,,,,,,
2583,night,1005.330017,1005.47998,0,,,,,,,
2584,before,1005.47998,1005.869995,1,,,,,,,
2585,and,1006.719971,1006.780029,0,,,,,,,
2586,then,1006.780029,1006.969971,0,,,,,,,
2587,so,1006.969971,1007.429993,0,2,,,,,,
2588,they,1007.669983,1007.76001,0,,,,,,,
2589,duck,1007.76001,1007.98999,0,,,,,,,
2590,under,1007.98999,1008.359985,1,,,,,,,
2591,there's,1008.359985,1008.599976,0,,,,,,,
2592,this,1008.599976,1008.72998,0,,,,,,,
2593,guy,1008.72998,1009,0,,,,,,,
2594,named,1009,1009.27002,0,,,,,,,
2595,anderson,1009.27002,1009.679993,0,,,,,,,
2596,who,1009.679993,1009.789978,0,,,,,,,
2597,comes,1009.789978,1010.090027,0,,,,,,,
2598,out,1010.090027,1010.320007,0,,,,,,,
2599,who,1010.320007,1010.549988,0,,,,,,,
2600,we,1010.549988,1010.820007,0,,,,,,,
2601,know,1010.820007,1011.219971,0,,,,,,,
2602,does,1011.559998,1011.700012,0,,,,,,,
2603,not,1011.700012,1011.900024,0,,,,,,,
2604,get,1011.900024,1012.289978,0,,,,,,,
2605,along,1012.289978,1012.619995,0,,,,,,,
2606,too,1012.619995,1012.72998,0,,,,,,,
2607,well,1012.72998,1012.909973,0,,,,,,,
2608,with,1012.909973,1013,0,,,,,,,
2609,sherlock,1013,1013.349976,0,,,,,,,
2610,and,1013.349976,1013.52002,0,,,,,,,
2611,maybe,1013.830017,1014.090027,0,,,,,,,
2612,doesn't,1014.090027,1014.330017,0,,,,,,,
2613,quite,1014.330017,1014.570007,0,,,,,,,
2614,believe,1014.570007,1014.97998,0,,,,,,,
2615,in,1014.97998,1015.109985,0,,,,,,,
2616,his,1015.109985,1015.440002,0,,,,,,,
2617,abilities,1015.849976,1016.5,2,,,,,,,
2618,detective,1016.5,1016.900024,0,,,,,,,
2619,ability,1016.900024,1017.849976,1,,,,,,,
2620,so,1017.880005,1018.299988,0,2,,,,,,
2621,um,1018.299988,1018.719971,0,1,,,,,,
2622,anderson,1020.070007,1020.48999,0,,,,,,,
2623,uh,1020.48999,1020.669983,0,1,,,,,,
2624,or,1020.669983,1020.809998,0,1,,,,,,
2625,says,1020.809998,1020.940002,0,,,,,,,
2626,to,1021.719971,1021.76001,0,,,,,,,
2627,him,1021.76001,1022.450012,0,,,,,,,
2628,just,1022.52002,1022.77002,0,,,,,,,
2629,some,1022.77002,1022.880005,0,,,,,,,
2630,snarky,1022.880005,1024.790039,0,,,,,,,
2631,things,1024.790039,1025.040039,0,,,,,,,
2632,to,1025.040039,1025.119995,0,,,,,,,
2633,him,1025.119995,1025.300049,1,,,,,,,
2634,i,1025.300049,1025.359985,0,,,,,,,
2635,don't,1025.359985,1025.51001,0,,,,,,,
2636,remember,1025.51001,1025.72998,0,,,,,,,
2637,exactly,1025.72998,1026.160034,0,,,,,,,
2638,what,1026.160034,1026.619995,1,,,,,,,
2639,and,1027.130005,1027.589966,0,,,,,,,
2640,um,1027.619995,1028.189941,0,1,,,,,,
2641,uh,1030.589966,1030.800049,0,1,,,,,,
2642,sherlock,1030.829956,1031.22998,0,,,,,,,
2643,makes,1031.22998,1031.439941,0,,,,,,,
2644,a,1031.439941,1031.47998,0,,,,,,,
2645,comment,1031.47998,1031.920044,0,,,,,,,
2646,about,1031.920044,1032.469971,0,,,,,,,
2647,the,1033.050049,1033.5,0,,,,,,,
2648,lady,1033.5,1034.140015,0,,,,,,,
2649,um,1034.170044,1034.709961,0,1,,,,,,
2650,spending,1034.959961,1035.380005,0,,,,,,,
2651,the,1035.380005,1035.439941,0,,,,,,,
2652,night,1035.439941,1035.76001,0,,,,,,,
2653,at,1035.76001,1036.199951,2,,,,,,,
2654,with,1036.199951,1036.390015,0,,,,,,,
2655,anderson,1036.390015,1037,0,,,,,,,
2656,um,1037.040039,1037.380005,0,1,,,,,,
2657,because,1037.380005,1037.75,0,,,,,,,
2658,of,1037.75,1037.920044,0,,,,,,,
2659,the,1038.319946,1038.599976,0,,,,,,,
2660,cologne,1038.650024,1038.949951,0,,,,,,,
2661,that,1038.949951,1038.97998,0,,,,,,,
2662,he,1038.97998,1039.150024,0,,,,,,,
2663,can,1039.150024,1039.23999,0,,,,,,,
2664,smell,1039.23999,1039.589966,0,,,,,,,
2665,or,1039.589966,1039.670044,0,,,,,,,
2666,something,1039.670044,1040.140015,1,,,,,,,
2667,and,1040.449951,1040.52002,0,,,,,,,
2668,then,1040.52002,1040.640015,0,,,,,,,
2669,also,1040.640015,1040.849976,0,,,,,,,
2670,makes,1040.849976,1041.050049,0,,,,,,,
2671,a,1041.050049,1041.089966,0,,,,,,,
2672,comment,1041.089966,1041.439941,0,,,,,,,
2673,about,1041.439941,1041.800049,0,,,,,,,
2674,her,1042.170044,1042.319946,0,,,,,,,
2675,knees,1042.319946,1042.849976,0,,,,,,,
2676,um,1043.170044,1043.630005,0,1,,,,,,
2677,implying,1043.630005,1044.089966,0,,,,,,,
2678,that,1044.089966,1044.349976,0,,,,,,,
2679,like,1044.349976,1044.609985,0,1,,,,,,
2680,there,1044.609985,1045.170044,0,,,,,,,
2681,was,1045.170044,1045.25,0,,,,,,,
2682,some,1045.25,1045.560059,0,,,,,,,
2683,sexual,1045.560059,1045.920044,0,,,,,,,
2684,relationship,1045.920044,1046.449951,0,,,,,,,
2685,going,1046.449951,1046.75,0,,,,,,,
2686,on,1046.75,1047.01001,1,,,,,,,
2687,and,1047.680054,1048.199951,0,,,,,,,
2688,so,1048.199951,1048.51001,0,2,,,,,,
2689,then,1048.51001,1048.839966,0,,,,,,,
2690,he,1048.839966,1049.5,0,,,,,,,
2691,he,1049.839966,1050.160034,2,,repetition,,,,,
2692,sherlock,1050.160034,1050.579956,0,,,,,,,
2693,and,1050.579956,1050.72998,0,,,,,,,
2694,watson,1050.72998,1051.140015,0,,,,,,,
2695,enter,1051.140015,1051.630005,0,,,,,,,
2696,the,1051.630005,1051.75,0,,,,,,,
2697,building,1051.75,1052.109985,1,,,,,,,
